PAGE,FOOTER BEFORE,FOOTER AFTER,STATUS
blog/installation-borne-recharge-voiture.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/installation-chauffe-eau-electrique.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/installation-climatisation-electrique.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/installation-hotte-cuisine.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/installation-lave-linge.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/installation-prise-electrique.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/installation-split-quel-mur.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/installation-vmc-salle-bain.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/interrupteur-defaillant.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/judas-installation-porte.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/mise-terre-installation.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/nettoyage-filtres-clim.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/odeur-egouts-maison.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/onduleur-installation-maroc.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/panne-tableau-electrique.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/panneau-solaire-installation.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/plomberie-cuisine-renovation.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/plomberie-immeuble-collectif.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/plomberie-salle-de-bain-renovation.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/plombier-casablanca-quartiers.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/plombier-fes-medina.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/pompe-chaleur-maroc.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/pompe-eau-en-panne.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/portail-motorise-probleme.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/porte-blindee-installation.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/porte-bois-gonflee.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/porte-claquee-comment-entrer.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/porte-garage-bloquee.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/pression-eau-faible-maison.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/prise-electrique-chauffe.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/prix-climatisation-maroc.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/prix-electricien-maroc.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/prix-menuisier-maroc.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/prix-peinture-maroc.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/prix-plombier-maroc.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/prix-serrurier-maroc.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/puissance-clim-calculer.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/radiateur-electrique-probleme.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/recharge-gaz-climatisation.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/remplacement-cumulus-maroc.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/robinet-qui-goutte.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/securite-paiement-fixeo.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/serrure-3-points-installation.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/serrure-biometrique.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/serrure-coincee-clef-tourne-pas.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/serrure-connectee-maroc.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/serrure-electrique-probleme.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/serrure-huile-entretien.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/serrure-multipoints-bloquee.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/serrure-pharmacie-maroc.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/serrurier-marrakech-gueliz.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/tableau-divisionnaire.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/tableau-electrique-upgrade.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/telecommande-clim-perdue.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/tuyau-eclate-hiver.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/urgence-electricien-rabat.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/urgence-electricien-tanger.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/urgence-plombier-casablanca.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/urgence-plombier-fes.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/urgence-serrurier-marrakech.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/vanne-arret-eau.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/ventilation-vmc-maison.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/verification-installation-electrique.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
blog/wc-bouche-comment-deboucher.html,blog-article-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
cgu.html,Global JS injected footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
charte-qualite.html,Global JS injected footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
climatisation-agadir.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
climatisation-beni-mellal.html,fxf-mount,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
climatisation-casablanca.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
climatisation-el-jadida.html,fxf-mount,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
climatisation-fes.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
climatisation-kenitra.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
climatisation-khouribga.html,fxf-mount,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
climatisation-marrakech.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
climatisation-meknes.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
climatisation-mohammedia.html,fxf-mount,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
climatisation-nador.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
climatisation-ouarzazate.html,fxf-mount,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
climatisation-oujda.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
climatisation-rabat.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
climatisation-safi.html,fxf-mount,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
climatisation-sale.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
climatisation-tanger.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
climatisation-taza.html,fxf-mount,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
climatisation-temara.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
climatisation-tetouan.html,fxf-mount,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
climatisation.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
comment-ca-marche.html,cp-engine-console-foot,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
confidentialite.html,Global JS injected footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
contact.html,Global JS injected footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
electricien-agadir.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
electricien-beni-mellal.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
electricien-casablanca.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
electricien-el-jadida.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
electricien-fes.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
electricien-kenitra.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
electricien-khouribga.html,fxf-mount,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
electricien-marrakech.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
electricien-meknes.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
electricien-mohammedia.html,fxf-mount,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
electricien-nador.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
electricien-ouarzazate.html,fxf-mount,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
electricien-oujda.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
electricien-rabat.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
electricien-safi.html,fxf-mount,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
electricien-sale.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
electricien-tanger.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
electricien-taza.html,fxf-mount,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
electricien-temara.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
electricien-tetouan.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
electricien.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
engagement-fixeo.html,Global JS injected footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
entreprises.html,fxf-mount,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
equipe.html,Global JS injected footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
estimation.html,Global JS injected footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
faq.html,Global JS injected footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
index.html,fxf-mount + separate local SEO links,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
macon-agadir.html,fxf-mount,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
macon-casablanca.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
macon-fes.html,fxf-mount,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
macon-marrakech.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
macon-rabat.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
macon-tanger.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
macon.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
mentions-legales.html,Global JS injected footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
menuisier-agadir.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
menuisier-casablanca.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
menuisier-fes.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
menuisier-marrakech.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
menuisier-meknes.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
menuisier-oujda.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
menuisier-rabat.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
menuisier-sale.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
menuisier-tanger.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
menuisier.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
nettoyage-agadir.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
nettoyage-casablanca.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
nettoyage-fes.html,fxf-mount,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
nettoyage-marrakech.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
nettoyage-rabat.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
nettoyage-tanger.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
nettoyage.html,fixeo-footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
nos-garanties.html,Global JS injected footer,Canonical public gf5a; contextual links retained,"PASS — DOM, assets, idempotence, links retained; visual device review pending"
